strongest_skill,weakest_skill,second_weakest_skill,strength_weakness_gap,learning_profile,speaking_minus_avg,reading_minus_avg,listening_minus_avg,writing_minus_avg,productive_dominant,speaking_level,reading_level,listening_level,writing_level
writing,reading,speaking,-0.9599845541841456,Balanced,0.1976166028350186,-0.8889358122873737,0.17938509025083038,0.5162027269862891,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,speaking,reading,-1.4905788247048626,Balanced,-0.21458644961586507,-0.21198529989620016,0.5802069684670774,-0.16572824392717703,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,speaking,listening,-0.42939028366342863,Balanced,-0.6954900108085628,1.2096107761252644,-0.4218477270735403,-0.09753514683583042,-0.8958311587520402,Intermediate,Advanced,Intermediate,Intermediate
listening,speaking,reading,-0.9599845541841456,Balanced,-0.6954900108085628,-0.4150704536135522,0.647010614836452,0.44800962989494253,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,listening,writing,-0.6946874189237872,Balanced,0.5411191465440883,0.8034404686905601,-0.8226696052897874,-0.5066937293839101,-0.8958311587520402,Advanced,Advanced,Intermediate,Intermediate
reading,writing,listening,0.10120398685728836,Balanced,0.5411191465440883,1.0742206736470294,-0.28824043433479124,-1.3250108944800696,-0.8958311587520402,Intermediate,Advanced,Intermediate,Intermediate
speaking,reading,listening,-1.4905788247048626,Balanced,0.4724186378022744,-0.34737540237443487,-0.08782949522666769,-0.0293420497444838,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,speaking,writing,-0.42939028366342863,Balanced,-1.3824950982267024,0.5326602637340907,0.513403322097703,0.3116234357122493,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,speaking,-1.4905788247048626,Balanced,-0.07718543213223718,0.4649652124949734,-0.08782949522666769,-0.30211443810987026,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,speaking,listening,0.8970953926383639,Uneven Development,-2.0007996769030276,0.4649652124949734,0.17938509025083038,1.3345198920824486,-0.8958311587520402,Beginner,Intermediate,Intermediate,Intermediate
reading,speaking,listening,1.1623925278987224,Uneven Development,-1.4511956069685161,2.08964644223379,-1.4239024226141581,0.7889751153516756,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,writing,speaking,-1.2252816894445042,Balanced,0.12891609409320468,0.397270161255856,0.11258144388145587,-0.6430799235666034,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,reading,listening,-1.4905788247048626,Balanced,-0.008484923390423237,-0.27968035113531753,-0.28824043433479124,0.5843958240776358,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,listening,-0.9599845541841456,Balanced,0.12891609409320468,0.6680503662123254,-0.15463314159604222,-0.6430799235666034,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,reading,speaking,-0.9599845541841456,Balanced,-0.28328695835767903,-0.8212407610482564,0.513403322097703,0.5843958240776358,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
writing,speaking,listening,-1.4905788247048626,Balanced,-0.4206879758413069,0.1264899562993866,-0.15463314159604222,0.44800962989494253,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
speaking,writing,listening,0.6317982573780053,Balanced,1.2281242339622278,0.397270161255856,0.11258144388145587,-1.7341694770281493,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,speaking,listening,0.6317982573780053,Balanced,-1.7946981506775859,0.397270161255856,0.11258144388145587,1.266326794991102,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Advanced
speaking,reading,listening,-1.2252816894445042,Balanced,0.8159211815113441,-0.27968035113531753,-0.28824043433479124,-0.23392134101852366,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,speaking,listening,-2.0211730952255795,Balanced,-0.14588594087405113,0.1264899562993866,-0.15463314159604222,0.17523724152955605,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,listening,speaking,-1.4905788247048626,Balanced,-0.07718543213223718,-0.07659519741796544,-0.35504408070416577,0.5162027269862891,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
writing,speaking,reading,-0.9599845541841456,Balanced,-0.48938848458312084,-0.48276550485266956,0.045777797512081345,0.9253613095343689,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
speaking,listening,reading,1.6929867984194393,Uneven Development,1.5029262689294836,0.1264899562993866,-2.5595644108935245,0.9935544066257155,1.1162817794740187,Advanced,Advanced,Intermediate,Advanced
listening,writing,speaking,2.488878204200515,Uneven Development,-0.9015915370340046,0.4649652124949734,2.584316359548313,-2.2115211566675756,-0.8958311587520402,Beginner,Intermediate,Intermediate,Beginner
listening,speaking,writing,-0.9599845541841456,Balanced,-0.6267895020667488,0.19418500753850398,0.7138142612058265,-0.30211443810987026,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,writing,speaking,-0.42939028366342863,Balanced,-0.28328695835767903,1.0742206736470294,-0.021025848857293174,-0.7794661177492965,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,speaking,listening,-0.16409314840307015,Balanced,-1.3137945894848884,0.600355314973208,-0.22143678796541674,0.9253613095343689,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,writing,reading,-0.16409314840307015,Balanced,0.3350176203186465,0.058794905060269256,0.8474215539445755,-1.256817797388723,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
speaking,writing,listening,-0.9599845541841456,Balanced,0.5411191465440883,0.5326602637340907,-0.28824043433479124,-0.7794661177492965,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
speaking,writing,reading,-1.2252816894445042,Balanced,0.6098196552859022,-0.21198529989620016,0.045777797512081345,-0.4385006322925635,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,reading,speaking,0.36650112211764685,Balanced,-0.6954900108085628,-1.4981912734394298,1.181439785791448,0.9935544066257155,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
listening,reading,speaking,0.36650112211764685,Balanced,-0.21458644961586507,-1.5658863246785473,1.1146361394220736,0.6525889211689824,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
speaking,writing,reading,-1.4905788247048626,Balanced,0.4724186378022744,-0.07659519741796544,-0.08782949522666769,-0.30211443810987026,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
speaking,reading,listening,-2.0211730952255795,Balanced,0.12891609409320468,-0.1442902486570828,-0.15463314159604222,0.17523724152955605,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,speaking,listening,-0.6946874189237872,Balanced,-0.6267895020667488,1.0065256224079122,-0.6222586661816639,0.24343033862090266,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,writing,speaking,-1.2252816894445042,Balanced,-0.28328695835767903,0.5326602637340907,0.24618873662020488,-0.5066937293839101,-0.8958311587520402,Beginner,Beginner,Beginner,Beginner
listening,speaking,reading,-0.6946874189237872,Balanced,-0.6954900108085628,-0.4150704536135522,0.91422520031395,0.17523724152955605,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,speaking,listening,1.1623925278987224,Uneven Development,-1.4511956069685161,0.4649652124949734,-1.15668783713666,2.152837057178608,1.1162817794740187,Beginner,Intermediate,Beginner,Intermediate
reading,listening,speaking,1.958283933679798,Uneven Development,-0.21458644961586507,2.2250365447120246,-2.0919388863079034,0.10704414443820942,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
speaking,writing,reading,0.36650112211764685,Balanced,1.0220227077367858,-0.07659519741796544,0.7138142612058265,-1.6659763799368026,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
speaking,listening,reading,-1.4905788247048626,Balanced,0.4724186378022744,-0.07659519741796544,-0.35504408070416577,-0.0293420497444838,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,writing,speaking,1.1623925278987224,Uneven Development,-1.5198961157103301,1.4803909810817337,1.7158689567464442,-1.7341694770281493,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,reading,writing,-1.4905788247048626,Balanced,0.12891609409320468,-0.4150704536135522,0.37979602935895396,-0.09753514683583042,-0.8958311587520402,Beginner,Beginner,Intermediate,Beginner
speaking,reading,listening,1.6929867984194393,Uneven Development,2.052530338863995,-2.039751683352369,-1.2234914835060344,1.266326794991102,1.1162817794740187,Advanced,Intermediate,Intermediate,Intermediate
speaking,reading,listening,-1.4905788247048626,Balanced,0.5411191465440883,-0.27968035113531753,-0.28824043433479124,0.038851047346862816,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,writing,speaking,-0.6946874189237872,Balanced,0.06021558535139071,0.32957511001673867,0.5802069684670774,-0.9840454090233364,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,writing,reading,-0.42939028366342863,Balanced,0.1976166028350186,-0.34737540237443487,0.9810288466833246,-0.8476592148406432,-0.8958311587520402,Beginner,Beginner,Beginner,Beginner
writing,speaking,reading,1.1623925278987224,Uneven Development,-0.9015915370340046,-0.8889358122873737,-0.8894732516591619,2.6983818339093806,1.1162817794740187,Beginner,Beginner,Beginner,Intermediate
speaking,reading,listening,-0.6946874189237872,Balanced,0.8159211815113441,-0.8212407610482564,-0.5554550198122894,0.5843958240776358,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
speaking,reading,listening,-0.42939028366342863,Balanced,1.0220227077367858,-0.8889358122873737,-0.6222586661816639,0.5162027269862891,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
writing,speaking,reading,-0.6946874189237872,Balanced,-0.9702920457758185,0.1264899562993866,0.11258144388145587,0.720782018260329,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,writing,reading,-1.2252816894445042,Balanced,0.2663171115768326,-0.27968035113531753,0.513403322097703,-0.5066937293839101,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,writing,1.6929867984194393,Uneven Development,-1.8633986594193999,2.2250365447120246,0.31299238298957943,-0.71127302065795,-0.8958311587520402,Intermediate,Advanced,Intermediate,Intermediate
speaking,listening,writing,-0.16409314840307015,Balanced,1.0907232164785998,0.2618800587776213,-1.0898841907672856,-0.23392134101852366,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
speaking,listening,reading,1.427689663159081,Uneven Development,2.2586318650894373,-0.48276550485266956,-1.5575097153529072,-0.16572824392717703,1.1162817794740187,Intermediate,Beginner,Beginner,Beginner
reading,writing,speaking,-1.2252816894445042,Balanced,-0.21458644961586507,0.600355314973208,0.045777797512081345,-0.4385006322925635,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,reading,speaking,-0.9599845541841456,Balanced,0.06021558535139071,-0.753545709809139,0.045777797512081345,0.6525889211689824,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
speaking,listening,reading,-1.4905788247048626,Balanced,0.40371812906046045,-0.1442902486570828,-0.4218477270735403,0.17523724152955605,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
speaking,listening,listening,-0.6946874189237872,Balanced,1.1594237252204138,-0.21198529989620016,-0.48865137344291476,-0.4385006322925635,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,speaking,writing,0.36650112211764685,Balanced,-0.8328910282921906,-0.27968035113531753,1.8494762494851933,-0.7794661177492965,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,reading,listening,0.8970953926383639,Uneven Development,0.8846216902531581,-2.107446734591486,0.045777797512081345,1.1981336978997552,1.1162817794740187,Intermediate,Beginner,Intermediate,Intermediate
listening,writing,reading,0.6317982573780053,Balanced,-0.28328695835767903,-0.550460556091787,1.8494762494851933,-1.052238506114683,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,speaking,reading,0.6317982573780053,Balanced,-1.3824950982267024,-1.0920209660047258,0.780617907575201,1.6754853775391816,1.1162817794740187,Intermediate,Intermediate,Advanced,Advanced
listening,reading,writing,-0.16409314840307015,Balanced,0.06021558535139071,-1.0243259147656085,1.1146361394220736,-0.16572824392717703,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,writing,-0.16409314840307015,Balanced,-1.1076930632594464,1.0742206736470294,0.513403322097703,-0.5066937293839101,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,writing,speaking,0.6317982573780053,Balanced,-0.4206879758413069,-0.1442902486570828,1.7158689567464442,-1.1886247002973762,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,speaking,listening,1.427689663159081,Uneven Development,-1.5885966244521441,0.600355314973208,-1.290295129875409,2.289223251361301,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,writing,-0.42939028366342863,Balanced,-1.0389925545176326,0.8711355199296774,0.8474215539445755,-0.71127302065795,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,reading,speaking,1.427689663159081,Uneven Development,-0.28328695835767903,-1.9043615808741339,0.24618873662020488,1.9482577659045681,1.1162817794740187,Intermediate,Beginner,Intermediate,Intermediate
speaking,writing,listening,0.36650112211764685,Balanced,1.1594237252204138,0.8711355199296774,-0.48865137344291476,-1.5295901857541094,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
writing,reading,speaking,0.8970953926383639,Uneven Development,-1.0389925545176326,-1.5658863246785473,0.8474215539445755,1.7436784746305283,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,listening,speaking,-1.4905788247048626,Balanced,-0.14588594087405113,0.397270161255856,-0.4218477270735403,0.17523724152955605,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,reading,writing,-1.4905788247048626,Balanced,0.12891609409320468,-0.4150704536135522,0.37979602935895396,-0.09753514683583042,-0.8958311587520402,Advanced,Intermediate,Advanced,Intermediate
writing,reading,speaking,1.1623925278987224,Uneven Development,-0.4206879758413069,-1.7689714783958992,0.37979602935895396,1.811871571721875,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,listening,-0.42939028366342863,Balanced,-0.8328910282921906,1.0742206736470294,-0.28824043433479124,0.038851047346862816,-0.8958311587520402,Beginner,Beginner,Beginner,Beginner
listening,speaking,writing,0.8970953926383639,Uneven Development,-1.3137945894848884,0.058794905060269256,1.9162798958545677,-0.71127302065795,-0.8958311587520402,Intermediate,Intermediate,Advanced,Intermediate
writing,speaking,reading,-0.16409314840307015,Balanced,-1.3824950982267024,-0.008900146178848097,0.513403322097703,0.8571682124430222,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
speaking,writing,listening,0.10120398685728836,Balanced,1.0907232164785998,1.0742206736470294,-0.8226696052897874,-1.3250108944800696,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
speaking,reading,writing,-0.16409314840307015,Balanced,1.0220227077367858,-1.159716017243843,0.4465996757283285,-0.30211443810987026,1.1162817794740187,Intermediate,Beginner,Beginner,Beginner
reading,speaking,listening,0.36650112211764685,Balanced,-1.657297133193958,1.0742206736470294,-0.021025848857293174,0.5843958240776358,-0.8958311587520402,Beginner,Intermediate,Intermediate,Intermediate
speaking,listening,reading,1.427689663159081,Uneven Development,1.5716267776712975,-0.07659519741796544,-2.225546179046652,0.7889751153516756,1.1162817794740187,Advanced,Intermediate,Intermediate,Advanced
listening,writing,speaking,0.36650112211764685,Balanced,-1.0389925545176326,0.8711355199296774,1.3818507248995717,-1.256817797388723,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
speaking,reading,writing,0.8970953926383639,Uneven Development,1.9151293213803673,-1.3628011709611951,-0.021025848857293174,-0.5066937293839101,1.1162817794740187,Intermediate,Beginner,Beginner,Beginner
listening,reading,speaking,0.10120398685728836,Balanced,-0.6267895020667488,-1.4304962222003124,0.9810288466833246,1.061747503717062,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
writing,listening,reading,1.6929867984194393,Uneven Development,1.2281242339622278,-0.6858506585700217,-2.2923498254160264,1.811871571721875,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
listening,reading,speaking,0.36650112211764685,Balanced,0.12891609409320468,-1.7689714783958992,0.91422520031395,0.720782018260329,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
listening,speaking,writing,-0.9599845541841456,Balanced,-0.5580889933249349,0.2618800587776213,0.780617907575201,-0.5066937293839101,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,listening,speaking,0.8970953926383639,Uneven Development,-0.9702920457758185,0.1264899562993866,-1.2234914835060344,2.0846439600872615,1.1162817794740187,Intermediate,Intermediate,Intermediate,Advanced
reading,speaking,listening,-1.4905788247048626,Balanced,-0.4206879758413069,0.397270161255856,-0.15463314159604222,0.17523724152955605,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,listening,speaking,-0.6946874189237872,Balanced,-0.6267895020667488,0.7357454174514427,-0.8894732516591619,0.7889751153516756,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,listening,-0.16409314840307015,Balanced,0.1976166028350186,1.2773058273643816,-0.6222586661816639,-0.8476592148406432,-0.8958311587520402,Intermediate,Advanced,Intermediate,Intermediate
reading,writing,speaking,1.1623925278987224,Uneven Development,-0.8328910282921906,1.8865612885164378,0.513403322097703,-1.597783282845456,-0.8958311587520402,Intermediate,Advanced,Intermediate,Intermediate
listening,reading,speaking,-0.9599845541841456,Balanced,-0.48938848458312084,-0.753545709809139,0.5802069684670774,0.6525889211689824,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,listening,speaking,0.6317982573780053,Balanced,0.06021558535139071,1.141915724886147,-1.8247243008304053,0.6525889211689824,1.1162817794740187,Intermediate,Advanced,Intermediate,Advanced
listening,writing,reading,0.36650112211764685,Balanced,0.06021558535139071,-0.753545709809139,1.6490653103770698,-0.9840454090233364,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,writing,speaking,0.10120398685728836,Balanced,-0.48938848458312084,0.058794905060269256,1.3818507248995717,-0.9840454090233364,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,writing,1.427689663159081,Uneven Development,-2.1382006943866556,1.6834761347990859,1.1146361394220736,-0.71127302065795,-0.8958311587520402,Beginner,Intermediate,Intermediate,Beginner
writing,speaking,listening,0.8970953926383639,Uneven Development,-1.1076930632594464,-0.008900146178848097,-1.0898841907672856,2.2210301542699544,1.1162817794740187,Intermediate,Intermediate,Intermediate,Advanced
speaking,listening,writing,-1.2252816894445042,Balanced,0.4724186378022744,0.19418500753850398,-0.6222586661816639,-0.0293420497444838,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
writing,listening,speaking,-0.42939028366342863,Balanced,-0.28328695835767903,0.5326602637340907,-1.0898841907672856,0.8571682124430222,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
speaking,reading,writing,1.6929867984194393,Uneven Development,2.327332373831251,-1.7689714783958992,-0.15463314159604222,-0.37030753520121684,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,listening,writing,0.36650112211764685,Balanced,-0.14588594087405113,1.751171186038203,-0.9562768980285364,-0.6430799235666034,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
listening,writing,speaking,-0.9599845541841456,Balanced,-0.35198746709949297,0.19418500753850398,0.7138142612058265,-0.5748868264752567,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,speaking,writing,-0.16409314840307015,Balanced,-1.0389925545176326,0.058794905060269256,1.1146361394220736,-0.16572824392717703,-0.8958311587520402,Intermediate,Intermediate,Advanced,Intermediate
writing,listening,reading,-0.16409314840307015,Balanced,0.6785201640277162,-0.4150704536135522,-1.2234914835060344,0.9935544066257155,1.1162817794740187,Beginner,Beginner,Beginner,Intermediate
writing,speaking,reading,0.36650112211764685,Balanced,-1.5198961157103301,0.1264899562993866,0.11258144388145587,1.266326794991102,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,writing,reading,-0.6946874189237872,Balanced,0.12891609409320468,-0.4150704536135522,0.91422520031395,-0.6430799235666034,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
writing,listening,reading,0.10120398685728836,Balanced,-0.14588594087405113,-0.4150704536135522,-0.9562768980285364,1.5390991833564884,1.1162817794740187,Advanced,Advanced,Advanced,Advanced
reading,speaking,listening,-0.42939028366342863,Balanced,-0.9702920457758185,0.9388305711687948,-0.4218477270735403,0.44800962989494253,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,speaking,-0.9599845541841456,Balanced,-0.14588594087405113,0.6680503662123254,0.11258144388145587,-0.6430799235666034,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,listening,-0.6946874189237872,Balanced,0.1976166028350186,0.7357454174514427,-0.08782949522666769,-0.8476592148406432,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,speaking,writing,-0.9599845541841456,Balanced,-0.6267895020667488,0.4649652124949734,0.7138142612058265,-0.5748868264752567,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,reading,writing,-1.4905788247048626,Balanced,0.12891609409320468,-0.4150704536135522,0.37979602935895396,-0.09753514683583042,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
reading,speaking,writing,-1.4905788247048626,Balanced,-0.4206879758413069,0.397270161255856,0.11258144388145587,-0.09753514683583042,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
reading,writing,speaking,-0.6946874189237872,Balanced,-0.28328695835767903,0.8034404686905601,0.24618873662020488,-0.7794661177492965,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Beginner
reading,writing,listening,-0.16409314840307015,Balanced,-0.008484923390423237,1.345000878603499,-0.5554550198122894,-0.7794661177492965,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
listening,writing,reading,-0.16409314840307015,Balanced,-0.07718543213223718,-0.34737540237443487,1.2482434321608227,-0.8476592148406432,-0.8958311587520402,Advanced,Advanced,Advanced,Advanced
speaking,listening,listening,-0.6946874189237872,Balanced,0.953322198994972,0.397270161255856,-0.6890623125510384,-0.6430799235666034,1.1162817794740187,Intermediate,Beginner,Beginner,Beginner
reading,writing,listening,1.6929867984194393,Uneven Development,0.953322198994972,1.2096107761252644,0.647010614836452,-2.825259030489695,-0.8958311587520402,Advanced,Advanced,Advanced,Intermediate
speaking,listening,reading,0.8970953926383639,Uneven Development,1.7777283038967393,-0.9566308635264911,-1.4907060689835325,0.720782018260329,1.1162817794740187,Intermediate,Intermediate,Intermediate,Intermediate
reading,writing,speaking,-0.6946874189237872,Balanced,-0.35198746709949297,0.7357454174514427,0.4465996757283285,-0.8476592148406432,-0.8958311587520402,Intermediate,Intermediate,Intermediate,Intermediate
